COUNTRY,Country ,FIELD,Field,ISC11_LEVEL_CAT,Level of education,Value
GBR,United Kingdom,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),45.2
GBR,United Kingdom,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),26.4
GBR,United Kingdom,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.6
GBR,United Kingdom,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.5
GBR,United Kingdom,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.7
GRC,Greece,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.6
GRC,Greece,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),57.4
GRC,Greece,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),53.2
GRC,Greece,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),45.6
GRC,Greece,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),39.1
GRC,Greece,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.2
GRC,Greece,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),51.2
GRC,Greece,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),40
HUN,Hungary,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),86.1
HUN,Hungary,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),49.5
HUN,Hungary,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),55.6
HUN,Hungary,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),39.7
HUN,Hungary,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),29.7
HUN,Hungary,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),49.3
HUN,Hungary,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.3
HUN,Hungary,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),25
IDN,Indonesia,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),41
IDN,Indonesia,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),33.7
IDN,Indonesia,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),45.2
IDN,Indonesia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.3
IDN,Indonesia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),25
IDN,Indonesia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),44.4
IDN,Indonesia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),42.2
IDN,Indonesia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),33.3
IRL,Ireland,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),65.6
IRL,Ireland,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.5
IRL,Ireland,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),58.6
IRL,Ireland,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),44.6
IRL,Ireland,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),27.8
IRL,Ireland,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),55
IRL,Ireland,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.9
IRL,Ireland,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),66.7
ISR,Israel,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),76.7
ISR,Israel,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),46.7
ISR,Israel,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),61.4
ISR,Israel,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),45.2
ISR,Israel,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),25.9
ISR,Israel,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),44.1
ISR,Israel,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),82.2
ITA,Italy,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),75
ITA,Italy,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.2
ITA,Italy,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),55.7
ITA,Italy,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),49.4
ITA,Italy,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),35.1
ITA,Italy,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.8
ITA,Italy,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),65.6
ITA,Italy,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),46.2
JPN,Japan,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.6
JPN,Japan,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.3
JPN,Japan,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),40.2
JPN,Japan,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),22.3
JPN,Japan,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),16.2
JPN,Japan,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),33.3
JPN,Japan,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),32.6
JPN,Japan,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),83.3
KOR,Korea,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),68.3
KOR,Korea,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.8
KOR,Korea,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),30.7
KOR,Korea,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),30.1
KOR,Korea,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),14.5
KOR,Korea,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),27.8
KOR,Korea,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),49.7
KOR,Korea,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),27
LTU,Lithuania,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),81
LTU,Lithuania,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.3
LTU,Lithuania,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),71.9
LTU,Lithuania,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),56.8
LTU,Lithuania,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),32
LTU,Lithuania,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),78.3
LTU,Lithuania,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),72.7
LUX,Luxembourg,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),0
LUX,Luxembourg,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),60
LUX,Luxembourg,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),63.3
LUX,Luxembourg,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),18.2
LUX,Luxembourg,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),0
LVA,Latvia,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),65
LVA,Latvia,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),69.6
LVA,Latvia,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),70.5
LVA,Latvia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),43.5
LVA,Latvia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.9
LVA,Latvia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),66.7
LVA,Latvia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),73.3
LVA,Latvia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),81.8
MEX,Mexico,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),54.2
MEX,Mexico,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.9
MEX,Mexico,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.7
MEX,Mexico,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),40.7
MEX,Mexico,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),36.2
MEX,Mexico,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),45.3
MEX,Mexico,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),65.8
MEX,Mexico,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),40
NLD,Netherlands,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),45
NLD,Netherlands,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),53.5
NLD,Netherlands,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),35.9
NLD,Netherlands,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),27.2
NLD,Netherlands,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),50.3
NLD,Netherlands,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),59.1
NOR,Norway,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),83.3
NOR,Norway,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),56.6
NOR,Norway,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),51.7
NOR,Norway,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),37.9
NOR,Norway,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),24
NOR,Norway,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),51.5
NOR,Norway,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),62.3
NOR,Norway,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),52.9
NZL,New Zealand,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),63.3
NZL,New Zealand,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),62.1
NZL,New Zealand,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),59.8
NZL,New Zealand,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),44.4
NZL,New Zealand,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),29.9
NZL,New Zealand,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.3
NZL,New Zealand,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),64
NZL,New Zealand,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),48
POL,Poland,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.6
POL,Poland,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),53.2
POL,Poland,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),53.1
POL,Poland,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),35.8
POL,Poland,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),70.5
POL,Poland,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),66.9
POL,Poland,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),64.1
PRT,Portugal,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),71.5
PRT,Portugal,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.1
PRT,Portugal,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),52.6
PRT,Portugal,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),54.7
PRT,Portugal,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),33.6
PRT,Portugal,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),42
PRT,Portugal,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),69.4
PRT,Portugal,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),52.2
SAU,Saudi Arabia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),0
SAU,Saudi Arabia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),25
SAU,Saudi Arabia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),0
SAU,Saudi Arabia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),100
SAU,Saudi Arabia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),100
SVK,Slovak Republic,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),63.2
SVK,Slovak Republic,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),53.5
SVK,Slovak Republic,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),51.3
SVK,Slovak Republic,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),59.1
SVK,Slovak Republic,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),29
SVK,Slovak Republic,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),38.2
SVK,Slovak Republic,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),65.7
SVK,Slovak Republic,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),38.1
SVN,Slovenia,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),86.4
SVN,Slovenia,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),59.5
SVN,Slovenia,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),68.2
SVN,Slovenia,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),54.6
SVN,Slovenia,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),24.9
SVN,Slovenia,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),61.8
SVN,Slovenia,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),38.5
SVN,Slovenia,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.4
SWE,Sweden,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),70.1
SWE,Sweden,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.9
SWE,Sweden,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),55.3
SWE,Sweden,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),36.5
SWE,Sweden,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),26.2
SWE,Sweden,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),60
SWE,Sweden,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),64.8
SWE,Sweden,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),29.3
TUR,Turkey,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),44.9
TUR,Turkey,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),38.8
TUR,Turkey,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),46.5
TUR,Turkey,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),52.1
TUR,Turkey,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),37.1
TUR,Turkey,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),47.6
TUR,Turkey,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),69.8
TUR,Turkey,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),37.8
USA,United States,F1,Education,L8,Doctoral or equivalent level  (ISCED2011 level 8),68.6
USA,United States,F2,Humanities and arts,L8,Doctoral or equivalent level  (ISCED2011 level 8),48.6
USA,United States,F3,"Social sciences, business and law",L8,Doctoral or equivalent level  (ISCED2011 level 8),58.3
USA,United States,F4,"Science, mathematics and computing",L8,Doctoral or equivalent level  (ISCED2011 level 8),40.7
USA,United States,F5,"Engineering, manufacturing and construction",L8,Doctoral or equivalent level  (ISCED2011 level 8),23.1
USA,United States,F6,Agriculture and veterinary,L8,Doctoral or equivalent level  (ISCED2011 level 8),47.3
USA,United States,F7,Health and Welfare,L8,Doctoral or equivalent level  (ISCED2011 level 8),74.7
USA,United States,F8,Services,L8,Doctoral or equivalent level  (ISCED2011 level 8),58.7
